age,age_o,importance_same_race,importance_same_religion,pref_o_attractive,pref_o_sincere,pref_o_intelligence,pref_o_funny,pref_o_ambitious,pref_o_shared_interests,attractive_important,sincere_important,intelligence_important,funny_important,ambition_important,shared_interests_important,attractive,sincere,intelligence,funny,ambition,attractive_partner,sincere_partner,intelligence_partner,funny_partner,ambition_partner,shared_interests_partner,sports,tvsports,exercise,dining,museums,art,hiking,gaming,clubbing,reading,tv,theater,movies,concerts,music,shopping,yoga,interests_correlate,expected_happy_with_sd_people,like,gender,race,race_o,samerace,field,decision
0,1,0,0,1,1,1,1,0,0,0,1,1,0,1,0,3,4,3,4,4,2,4,3,3,3,3,2,1,4,4,2,3,2,1,1,4,2,2,3,3,4,2,1,3,2,3,0,2,2,1,208,0
0,1,0,3,4,0,0,0,0,0,0,0,0,0,0,0,4,4,3,3,3,2,3,3,2,4,1,1,0,2,4,4,4,4,0,0,4,3,4,4,4,3,3,1,1,3,1,0,2,2,1,53,0
0,1,0,0,1,0,0,1,0,0,1,0,1,1,0,0,4,4,4,4,4,3,3,3,3,3,2,1,1,2,4,4,4,1,2,4,3,1,3,3,3,4,3,2,2,1,3,1,2,2,1,124,1
0,0,0,0,1,0,1,0,0,1,1,1,1,1,0,0,3,4,4,3,4,3,4,4,4,4,4,0,0,3,3,3,3,3,2,3,3,3,4,3,4,3,0,4,3,0,3,0,2,3,0,121,0
1,0,3,3,0,0,0,0,0,0,1,0,0,0,0,0,3,4,4,4,4,4,4,4,4,4,3,3,3,3,4,4,3,1,3,2,4,4,4,4,2,3,2,0,2,2,4,1,2,1,0,82,1
1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,4,4,4,4,4,4,4,4,4,4,4,2,2,2,4,3,3,3,3,4,4,2,3,3,3,4,2,3,2,3,4,0,1,2,0,180,1
0,1,2,4,0,1,1,1,0,0,0,1,0,1,0,0,4,4,4,4,3,2,2,4,3,4,2,1,0,4,3,2,1,1,0,3,3,4,3,4,1,3,4,1,2,1,2,0,2,3,0,140,0
0,0,4,3,1,1,0,0,0,1,1,0,0,0,0,0,3,4,4,4,4,1,4,4,3,4,1,4,4,2,4,4,2,2,4,4,4,4,3,4,4,4,4,1,2,4,1,1,0,0,1,70,0
0,1,0,0,1,1,1,0,0,0,1,0,1,1,0,0,3,4,4,4,4,0,2,2,2,2,0,2,2,3,4,4,4,1,1,4,4,0,4,3,4,4,4,4,2,2,0,0,1,0,0,121,0
1,1,4,4,1,0,1,0,0,0,0,0,1,0,0,1,3,4,4,4,4,2,2,2,2,2,1,1,2,3,4,3,3,2,1,4,3,4,3,4,3,3,4,2,2,2,1,0,0,1,0,148,0
0,0,0,0,0,0,1,1,0,0,1,0,0,2,0,0,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,1,1,4,4,4,3,3,1,4,3,4,3,0,1,4,4,1,2,0,0,121,1
0,0,1,3,2,0,0,2,0,0,0,0,0,0,0,1,3,4,4,4,4,4,3,4,4,4,3,3,3,3,4,4,4,4,2,3,4,3,4,4,4,4,2,3,3,2,2,0,2,4,0,192,0
1,0,0,1,1,0,1,0,0,0,1,1,1,0,0,1,3,4,3,4,3,1,2,2,2,2,1,0,1,1,4,4,4,0,1,3,4,4,4,4,3,3,4,4,1,2,1,0,1,2,0,201,0
0,0,4,4,1,0,0,0,0,0,1,1,1,0,0,1,4,4,4,4,3,4,4,3,4,1,1,2,1,3,3,4,4,1,1,0,4,3,4,4,4,4,3,3,3,3,3,0,2,2,1,194,1
1,1,4,0,1,1,1,0,0,0,0,1,0,0,0,0,3,4,3,4,3,4,3,3,4,3,3,3,3,2,4,4,4,3,2,2,2,2,4,4,4,4,3,1,3,3,2,0,0,2,0,142,1
0,0,4,4,1,0,1,1,0,0,0,1,1,1,0,0,3,4,4,4,4,4,4,4,4,4,4,2,2,2,4,4,4,4,0,2,4,4,4,4,4,4,4,4,1,4,4,0,2,2,1,192,1
1,1,0,2,0,1,1,1,0,0,1,0,2,0,0,0,4,4,3,3,3,3,3,4,1,4,0,4,2,4,4,4,4,3,0,3,4,3,2,4,4,4,3,3,3,3,2,0,2,0,0,13,0
0,1,4,4,1,0,1,1,0,0,0,1,1,1,0,0,3,4,4,4,4,4,4,4,4,4,4,2,2,2,4,4,4,4,0,2,4,4,4,4,4,4,4,4,2,4,4,0,2,2,1,192,1
1,1,2,0,1,0,1,1,0,0,1,0,1,1,0,0,4,3,4,4,3,4,3,3,2,3,3,4,2,4,2,3,2,3,2,2,4,1,3,4,2,4,2,3,3,1,3,1,2,3,0,142,0
0,1,4,2,0,0,0,0,0,1,1,1,0,0,0,1,4,4,4,4,4,3,3,3,3,3,3,4,3,3,4,3,4,4,4,0,3,3,3,3,4,4,3,4,3,3,3,0,4,2,0,178,1
1,0,1,0,0,1,1,1,0,0,2,1,1,1,0,0,3,4,1,4,2,3,3,3,3,4,2,3,0,3,3,3,1,1,0,3,4,1,2,3,3,3,3,0,3,1,3,1,1,0,0,23,0
1,1,4,4,1,1,0,1,0,0,1,1,1,1,0,0,3,4,3,4,4,3,4,2,2,3,2,4,4,2,4,0,0,4,4,0,4,1,1,2,2,2,0,0,1,2,2,1,2,2,1,23,0
1,1,4,4,4,0,0,0,0,0,1,1,1,0,0,1,3,4,3,4,4,4,4,4,4,4,3,2,1,4,4,3,2,4,0,1,4,4,4,4,1,2,1,0,2,2,3,1,2,0,0,142,1
1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,3,4,3,3,3,3,3,3,3,3,2,3,4,4,3,3,3,2,1,2,3,2,3,3,4,4,4,0,2,3,3,0,0,2,0,165,0
0,0,0,0,2,0,0,0,0,1,1,0,1,1,0,0,3,4,4,4,4,3,4,4,4,4,3,2,2,3,4,4,4,1,1,4,4,0,4,3,4,4,4,4,2,2,3,0,1,2,0,121,1
1,0,0,0,2,0,0,0,0,1,0,1,1,0,0,0,3,4,4,4,4,2,4,4,4,4,4,1,1,1,4,4,4,3,0,3,3,2,4,4,4,3,2,2,3,2,4,0,2,2,1,192,1
0,1,4,3,0,1,1,1,0,0,0,0,1,0,0,0,2,2,3,4,3,3,4,4,4,4,4,1,0,1,4,4,2,1,1,0,4,4,4,4,2,4,4,1,4,2,4,0,2,2,1,162,0
1,0,1,1,1,0,1,1,0,0,1,0,0,1,0,0,3,3,4,3,2,3,3,3,2,3,3,2,1,4,3,1,1,1,1,3,1,3,1,1,2,3,4,2,2,1,2,0,2,2,1,105,0
0,0,0,0,0,1,1,1,0,0,1,0,1,0,0,1,4,3,3,4,4,3,3,3,2,3,3,4,0,4,3,3,3,2,3,2,4,0,4,3,3,4,2,4,3,3,4,1,2,4,0,168,1
0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,3,4,4,3,4,3,4,4,3,3,2,4,2,3,4,4,4,3,2,1,4,2,3,4,4,4,3,3,3,2,3,1,2,2,1,80,0
2,1,0,2,0,1,1,1,0,1,0,1,1,0,0,0,2,4,4,2,2,2,4,4,2,3,3,2,0,1,2,3,4,1,0,3,4,1,3,4,3,4,2,3,3,3,2,0,3,3,1,58,0
1,0,1,1,1,0,1,0,0,0,1,1,1,1,0,0,4,3,4,4,1,2,3,3,3,3,3,3,3,1,4,3,3,1,3,2,3,2,2,4,4,3,1,0,2,4,3,1,2,0,0,83,1
0,1,0,0,0,1,0,1,0,0,0,1,1,1,0,0,2,4,1,3,1,4,4,3,3,3,2,3,1,2,2,3,3,1,1,2,3,1,3,3,2,3,1,1,2,2,3,1,2,2,1,70,1
0,0,0,3,1,0,1,1,0,0,1,0,0,0,0,0,4,4,3,4,4,2,3,3,3,3,2,3,2,4,3,1,1,2,1,2,3,3,3,3,3,3,3,2,2,2,1,0,2,2,1,50,0
1,1,1,2,1,1,1,0,0,0,1,1,1,0,0,1,2,4,3,4,1,4,3,4,4,4,4,4,3,2,3,2,2,4,3,0,2,3,1,1,4,4,1,1,2,3,4,1,2,2,1,54,1
1,0,1,1,1,1,1,0,0,0,1,1,0,0,0,0,3,3,2,3,3,2,3,3,2,3,2,2,4,2,4,3,3,2,3,4,1,4,2,4,2,4,4,1,1,2,2,0,0,2,0,167,0
1,1,4,4,1,1,1,0,0,0,1,1,1,1,0,0,3,4,3,4,4,3,4,4,2,4,2,4,4,2,4,0,0,4,4,0,4,1,1,2,2,2,0,0,1,2,3,1,2,1,0,23,0
1,1,4,1,0,0,0,0,0,0,0,0,1,0,0,1,2,4,3,4,2,4,2,3,2,3,2,2,0,3,4,4,4,3,2,3,4,0,4,4,4,4,1,0,2,1,3,1,2,2,1,141,1
0,1,4,3,1,1,1,0,0,0,0,0,1,0,1,0,4,4,4,4,4,4,4,4,4,4,4,4,3,4,3,3,3,4,3,3,4,4,4,4,4,4,4,1,2,2,4,0,2,2,1,192,1
1,1,1,0,1,1,1,0,0,0,0,1,2,0,0,0,3,4,2,4,4,2,2,2,2,2,2,0,0,3,3,3,2,0,0,1,4,0,3,3,1,3,0,0,2,2,2,1,2,1,0,142,1
2,1,0,0,1,1,1,1,0,0,0,1,1,0,0,0,3,4,4,4,3,4,4,4,4,4,4,3,2,2,4,4,4,4,3,3,4,4,4,4,4,4,3,3,3,3,4,0,0,2,0,22,1
1,1,0,0,2,0,0,0,0,0,1,1,0,0,0,1,4,4,4,4,3,2,4,4,2,3,2,2,1,2,4,4,4,3,0,3,4,3,3,4,3,3,3,1,1,3,2,0,0,0,1,194,0
0,1,2,1,1,1,1,0,0,0,0,1,0,0,0,0,4,4,3,4,4,3,3,4,2,2,2,4,1,3,3,3,4,4,1,3,4,3,2,4,4,4,3,3,3,2,2,0,4,3,0,99,0
1,1,4,4,0,1,1,1,1,0,1,1,1,0,0,0,3,4,4,4,3,4,4,4,3,3,3,2,2,3,3,3,3,1,1,2,3,2,3,3,1,3,3,1,3,2,3,1,4,2,0,23,0
0,0,2,4,1,1,1,0,0,0,1,0,1,0,0,0,3,4,1,4,1,0,4,4,4,4,4,3,3,3,1,2,1,3,2,2,2,3,0,3,0,1,1,0,1,1,4,1,2,3,0,121,0
1,0,1,1,1,1,1,1,1,0,1,1,0,1,0,0,3,4,4,3,3,4,4,4,4,3,3,3,4,3,3,1,1,0,3,4,3,4,2,4,3,4,3,1,1,3,2,1,0,0,1,29,0
0,2,3,4,0,0,0,0,0,0,0,0,1,0,0,0,4,4,4,4,4,3,2,2,2,2,2,2,1,3,3,3,3,1,1,3,4,2,3,4,4,4,3,2,2,3,2,0,1,0,0,79,0
1,1,0,2,0,1,2,0,0,0,1,0,1,0,0,0,4,4,4,4,3,3,4,3,3,3,2,4,0,3,4,3,3,4,0,4,4,0,1,2,2,2,2,1,3,2,2,0,2,2,1,51,0
0,1,2,1,1,1,1,1,1,0,1,0,1,0,0,0,4,4,4,4,4,3,4,4,4,4,3,2,2,4,4,3,3,2,1,4,3,3,4,4,3,3,4,1,2,3,3,0,2,0,0,186,0
0,0,0,0,1,1,0,0,0,0,1,0,1,1,0,1,4,4,4,3,3,1,4,4,1,3,1,4,3,3,3,3,3,1,1,2,3,4,3,3,3,4,3,4,3,2,3,0,0,0,1,98,0
0,1,4,2,0,0,1,0,0,0,0,0,0,0,0,0,3,4,4,4,4,3,4,3,4,4,3,4,4,4,3,3,2,2,0,3,4,3,3,4,3,3,3,0,3,1,4,0,2,0,0,140,0
1,0,0,0,1,1,1,0,0,0,0,1,1,1,0,0,4,4,3,4,3,1,2,2,3,2,2,1,0,4,4,3,4,2,0,1,4,1,4,4,2,2,1,4,2,1,2,0,3,4,0,0,0
1,0,2,4,0,0,0,0,0,0,0,0,0,0,1,1,2,4,3,3,3,4,4,4,4,4,3,4,4,1,4,4,4,3,1,4,4,4,4,3,4,4,1,3,3,2,4,1,3,1,0,142,1
1,1,0,1,1,1,1,1,0,0,0,0,1,1,0,1,4,3,4,4,2,3,4,4,3,3,2,3,0,3,2,3,4,3,0,2,4,3,2,4,1,3,1,0,4,1,3,0,2,2,1,75,1
1,2,3,1,1,1,1,1,0,0,0,0,0,0,0,0,3,4,4,4,3,3,4,4,3,3,4,3,3,3,4,4,4,4,3,1,3,4,4,4,3,4,3,3,3,3,4,1,0,2,0,42,0
0,1,4,4,1,1,0,0,0,0,0,0,2,0,0,0,4,4,4,4,4,3,3,3,2,2,3,4,3,4,4,4,4,2,2,3,3,3,4,4,4,4,4,2,3,4,3,0,2,2,1,192,0
0,1,3,3,2,0,0,0,0,0,1,0,1,0,0,0,4,4,4,4,4,4,2,2,3,4,4,4,4,4,4,4,4,2,3,4,4,3,3,4,3,3,3,3,2,3,4,1,2,0,0,121,1
1,1,3,3,2,0,1,0,0,0,2,0,0,0,0,0,3,3,3,3,3,2,2,3,2,2,2,4,4,4,3,4,4,2,2,3,2,3,4,4,4,4,2,2,2,3,3,1,0,3,0,28,0
1,0,2,4,0,0,0,0,0,0,0,0,0,0,1,1,2,4,3,3,3,4,3,2,4,4,3,4,4,1,4,4,4,3,1,4,4,4,4,3,4,4,1,3,2,2,4,1,3,2,0,142,1
0,1,0,1,0,1,1,0,1,1,0,1,1,0,0,1,2,3,1,4,1,4,4,3,1,4,2,1,2,1,4,3,2,2,4,1,4,4,3,4,1,4,2,1,2,2,2,1,3,0,0,121,0
0,1,1,3,1,1,1,1,0,0,0,1,0,1,0,1,3,3,3,4,4,1,4,4,1,4,1,3,3,3,3,4,4,1,1,3,4,4,4,4,3,3,2,1,2,2,2,0,2,0,0,121,0
1,0,1,1,0,0,1,0,0,1,0,1,0,1,0,0,4,4,4,4,3,3,3,3,3,3,3,1,1,3,4,3,3,4,3,4,3,2,4,4,3,2,3,3,3,3,3,0,2,0,0,64,0
1,1,0,1,1,0,1,1,0,0,0,0,0,1,1,0,3,3,4,4,4,3,4,3,3,3,3,4,3,2,3,3,3,2,1,4,2,2,4,4,4,4,4,2,3,2,3,0,3,2,0,117,1
1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,3,4,4,4,3,4,4,4,3,3,2,3,1,1,2,4,4,2,0,0,4,0,3,3,2,3,1,0,4,1,4,1,2,2,1,9,1
0,0,1,3,2,1,0,1,0,0,0,1,0,1,0,1,3,3,3,4,4,2,4,4,3,4,2,3,3,3,3,4,4,1,1,3,4,4,4,4,3,3,2,1,2,2,3,0,2,0,0,121,0
1,0,0,2,1,0,1,1,0,0,0,0,1,0,0,1,3,4,3,4,3,3,2,3,4,4,2,0,0,2,4,4,4,2,0,2,4,3,4,4,4,4,4,3,1,2,2,0,2,2,1,92,0
0,1,1,1,1,1,1,1,0,0,0,1,0,1,0,0,3,4,4,4,4,3,3,4,3,3,2,4,3,1,3,4,4,3,0,4,3,2,2,3,2,4,2,1,2,3,3,0,0,2,0,17,1
1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,3,4,3,4,4,3,3,3,3,3,2,1,1,1,4,3,3,3,1,4,2,2,1,4,4,4,3,1,1,2,2,1,0,2,0,14,0
0,0,3,2,1,1,1,1,0,0,1,1,1,0,0,0,3,4,3,4,3,3,3,4,4,4,4,1,1,2,4,4,4,3,0,2,4,4,4,4,4,4,4,0,2,1,3,0,3,0,0,121,1
0,1,3,3,0,0,0,0,0,1,0,1,1,1,0,0,3,4,3,4,3,4,4,4,3,4,4,2,0,4,3,2,2,1,2,4,4,3,3,3,4,4,3,4,2,3,4,0,2,2,1,165,1
0,0,4,4,0,1,2,0,0,0,0,1,0,1,0,0,2,4,3,4,3,3,3,3,3,3,2,4,2,1,3,1,2,1,1,1,1,3,2,3,1,2,2,1,2,2,2,1,2,0,0,121,0
0,1,2,4,0,0,0,0,0,0,0,1,0,0,1,0,3,4,4,4,4,2,3,3,3,3,3,4,1,3,4,3,3,1,1,3,3,2,3,2,3,4,2,1,2,3,3,0,4,4,1,105,1
1,1,4,4,2,0,1,0,0,0,2,0,1,0,0,1,4,4,4,4,4,1,2,2,1,1,0,4,4,2,4,1,1,1,2,0,4,3,2,3,3,4,2,0,3,3,1,1,2,2,1,23,0
1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,4,3,3,4,4,2,4,4,3,4,1,4,1,4,4,4,4,0,0,3,4,2,3,4,1,2,3,0,3,2,4,0,2,0,0,95,1
0,0,1,1,0,0,2,1,0,0,1,1,1,1,0,0,3,3,4,4,4,2,3,3,3,3,2,4,1,4,3,3,3,3,2,4,4,4,2,3,3,4,2,2,2,2,2,1,4,0,0,121,0
0,0,2,1,0,1,0,0,1,0,0,0,1,0,0,0,2,4,2,3,3,3,3,3,3,2,3,2,0,2,4,2,1,3,0,0,3,3,2,3,4,4,3,1,3,3,3,1,0,4,0,147,1
1,1,1,2,0,0,0,0,0,0,1,1,0,0,0,0,3,4,4,4,4,2,3,3,2,3,1,1,1,2,4,4,3,4,2,3,4,2,3,3,2,4,2,1,1,2,2,0,2,2,1,134,0
1,0,3,0,0,0,0,0,0,1,1,0,0,1,0,0,2,2,2,2,4,2,4,4,2,2,1,0,1,0,4,4,4,0,0,3,2,3,4,4,4,4,4,0,1,2,3,0,0,0,1,82,0
0,0,0,0,0,1,1,1,0,0,1,0,1,0,0,1,4,3,3,4,4,3,2,3,3,2,3,4,0,4,3,3,3,2,3,2,4,0,4,3,3,4,2,4,2,3,3,1,2,0,0,168,1
1,1,2,4,1,0,1,1,0,1,1,1,1,0,0,0,2,3,4,4,4,2,3,3,3,3,3,3,4,4,4,2,2,1,0,2,2,3,3,4,4,4,4,4,3,3,3,0,1,2,0,151,1
1,1,0,1,1,0,1,1,0,0,0,0,1,0,0,1,2,4,2,3,3,3,2,2,2,3,3,0,0,3,4,3,2,1,0,2,2,2,4,4,1,2,3,4,2,2,2,0,3,4,0,189,1
0,1,1,2,1,1,1,1,0,0,2,0,1,1,0,0,3,2,4,4,1,2,3,4,2,3,1,1,1,3,4,4,3,1,2,4,4,0,4,4,3,4,1,0,3,2,3,0,2,2,1,121,0
0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,3,3,4,4,4,3,4,4,4,4,3,4,4,3,3,2,2,1,1,3,3,4,4,4,3,3,4,3,2,4,4,1,0,2,0,180,0
0,0,0,2,2,0,1,0,0,0,0,0,1,1,0,0,3,4,4,4,4,2,4,3,1,1,1,2,2,2,4,3,2,1,0,2,4,3,4,4,3,4,1,2,1,1,2,0,3,0,0,75,0
1,1,1,0,1,0,0,1,1,0,2,0,0,2,0,0,4,4,4,4,4,1,4,4,3,3,2,4,3,3,1,1,1,1,1,1,2,2,1,3,4,4,0,3,1,3,2,1,2,1,0,142,0
0,1,2,4,1,1,1,1,1,0,1,1,1,1,0,0,4,4,3,4,3,3,3,4,4,4,3,3,2,4,4,4,4,4,3,4,4,3,4,4,4,4,4,4,3,3,4,0,2,0,0,71,1
0,2,4,4,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,1,2,3,1,4,1,1,0,2,3,1,1,3,3,4,4,4,3,4,4,4,1,0,3,2,0,0,2,0,0,16,0
0,3,4,2,1,1,1,1,0,0,0,0,0,0,0,0,3,4,4,4,4,2,4,4,4,4,2,4,4,4,3,3,2,2,0,3,4,3,3,4,3,3,3,0,2,1,2,0,2,2,1,140,0
1,1,0,0,0,1,1,1,1,0,0,1,1,0,0,0,4,4,2,4,4,1,3,4,3,4,1,1,1,3,3,4,4,1,0,2,4,1,4,3,3,4,1,0,4,2,2,0,2,4,0,9,0
1,1,2,4,1,1,1,1,0,0,1,1,1,0,0,0,3,4,3,4,4,2,2,3,3,3,2,2,3,4,3,4,3,3,4,3,4,4,4,4,3,3,3,4,2,2,3,0,2,2,1,68,0
1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,3,4,4,4,3,3,3,3,3,3,4,4,4,2,4,4,0,3,1,4,3,2,2,4,4,2,2,1,2,3,1,2,2,1,23,0
0,1,0,0,1,0,1,1,1,0,1,0,1,1,0,1,4,4,4,3,3,3,2,2,4,2,3,4,3,3,3,3,3,1,1,2,3,4,3,3,3,4,3,4,2,2,3,0,0,2,0,98,1
0,1,4,1,2,0,0,0,0,0,1,0,1,1,0,0,4,3,4,4,4,3,3,3,2,2,2,4,1,3,4,4,4,4,0,3,4,4,4,4,3,3,3,4,2,3,2,0,2,0,0,173,0
1,2,3,2,0,0,1,0,0,0,2,0,0,0,0,0,4,3,4,4,4,1,3,3,0,3,0,3,4,3,3,3,3,1,0,3,3,1,1,1,2,4,2,0,2,3,1,1,2,0,0,142,0
0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,4,4,4,4,4,2,3,4,3,2,2,4,3,4,3,3,3,1,1,4,2,2,3,3,2,4,1,2,3,1,2,1,2,2,1,111,0
1,1,3,1,0,1,1,0,0,0,0,0,0,0,0,0,3,4,4,4,3,3,4,4,3,3,3,3,3,3,4,4,4,4,3,1,3,4,4,4,3,4,3,3,2,3,4,1,0,2,0,42,1
1,1,4,3,1,0,1,0,0,1,0,0,0,0,0,0,4,2,4,4,4,4,4,4,4,4,3,4,2,4,4,4,4,1,0,4,4,2,2,2,1,4,4,3,2,2,4,0,2,2,1,23,1
1,0,1,3,0,1,1,0,1,0,1,0,1,1,0,0,4,2,3,4,4,2,2,3,1,3,2,4,4,4,4,2,2,3,1,2,2,2,2,4,1,2,2,1,2,3,2,1,2,3,0,36,0
1,1,0,0,1,0,1,0,0,0,0,1,0,1,0,1,4,4,4,4,3,2,4,4,3,3,4,4,1,4,4,3,3,4,1,4,4,0,2,1,3,4,3,4,1,4,3,0,1,1,1,22,0
1,1,3,2,0,0,0,1,0,0,1,0,1,1,1,0,3,4,4,4,4,4,4,4,4,3,4,3,3,3,4,4,4,3,4,4,3,3,4,4,4,3,3,2,2,3,3,1,2,2,1,23,1
1,1,0,0,1,0,1,1,0,0,0,1,1,1,0,0,2,4,2,4,3,1,4,4,3,3,3,0,0,0,4,4,4,1,0,1,4,2,4,4,3,3,4,0,2,2,3,0,0,2,0,148,1
0,1,4,3,0,1,1,0,1,0,1,1,1,1,0,0,1,4,4,4,2,2,4,4,4,4,2,2,4,1,3,3,4,2,3,4,3,2,2,4,4,4,2,1,1,1,1,1,0,2,0,168,0
0,1,4,4,1,0,0,1,0,0,1,0,1,1,1,0,3,3,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,0,0,0,4,4,4,4,4,4,4,3,2,3,4,0,2,2,1,41,1
1,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,2,4,4,4,4,3,3,3,4,4,2,2,4,4,4,4,0,1,2,1,3,2,0,3,4,4,0,2,4,0,155,0
1,1,1,4,1,0,1,0,0,1,0,0,0,0,0,0,4,4,4,4,4,4,3,4,3,4,3,3,3,4,4,2,2,4,4,4,4,0,1,2,1,3,2,0,2,4,3,0,2,2,1,155,1
0,1,4,1,1,0,1,0,0,0,1,0,1,1,0,0,4,3,4,4,4,4,3,2,2,3,1,4,1,3,4,4,4,4,0,3,4,4,4,4,3,3,3,4,2,3,3,0,2,1,0,173,0
1,1,1,1,1,0,1,0,0,0,1,1,1,1,0,1,3,4,4,4,4,1,4,4,4,4,3,4,2,3,4,3,3,2,4,4,3,3,4,4,4,4,4,1,2,2,2,1,2,4,0,89,0
1,1,3,0,0,1,0,0,0,0,1,1,1,0,0,0,3,3,3,3,4,4,4,4,4,4,3,4,0,3,4,3,3,3,0,4,3,1,2,4,2,3,0,3,3,2,3,1,2,3,0,23,1
1,0,0,1,1,1,0,1,0,0,0,0,1,0,0,1,2,4,2,3,3,3,4,3,1,1,3,0,0,3,4,3,2,1,0,2,2,2,4,4,1,2,3,4,4,2,3,0,3,2,0,189,0
0,1,2,0,1,1,1,0,0,0,0,1,0,0,0,0,2,4,2,3,2,3,4,3,3,2,2,4,4,3,2,4,4,3,1,0,4,3,3,4,3,3,2,0,2,2,3,0,0,2,0,36,1
1,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,3,3,3,0,3,4,3,3,4,3,3,1,1,3,3,4,0,2,2,1,142,1
0,0,0,0,1,0,1,1,0,1,1,1,0,0,0,0,3,4,3,4,2,3,3,3,2,2,1,2,2,1,4,2,1,1,2,1,3,4,2,4,3,4,3,1,3,2,3,1,0,0,1,37,1
1,1,0,0,2,0,0,0,0,0,1,1,1,0,0,1,3,4,2,4,4,4,3,3,2,4,1,3,0,2,2,4,4,4,1,2,3,1,3,3,3,3,1,4,3,2,3,0,2,2,1,178,0
0,0,0,0,1,0,1,1,0,0,1,1,0,0,0,1,1,4,4,4,3,3,4,4,4,3,3,3,4,2,3,1,4,3,3,3,1,2,4,4,4,4,3,1,3,4,3,0,0,2,0,146,1
1,0,2,4,1,0,1,1,0,0,1,1,1,0,0,0,2,3,4,4,4,4,4,4,4,4,4,3,4,4,4,2,2,1,0,2,2,3,3,4,4,4,4,4,2,3,3,0,1,2,0,151,1
1,0,0,0,0,0,1,1,0,0,2,0,1,0,0,0,4,3,4,4,4,4,3,4,4,4,4,4,4,4,4,2,2,3,3,4,4,0,0,3,3,3,3,4,1,4,4,1,2,0,0,158,1
1,1,1,2,1,1,0,0,0,1,1,1,0,0,0,0,3,4,4,4,4,2,2,2,3,2,1,1,1,2,4,4,3,4,2,3,4,2,3,3,2,4,2,1,3,2,2,0,2,2,1,134,0
1,0,1,1,1,1,1,0,0,0,1,1,1,1,0,0,4,3,4,4,1,2,3,3,3,3,3,3,3,1,4,3,3,1,3,2,3,2,2,4,4,3,1,0,2,4,3,1,2,2,1,83,1
1,1,0,2,2,0,1,0,0,0,0,0,1,0,0,1,3,4,3,4,3,4,4,4,4,4,2,0,0,2,4,4,4,2,0,2,4,3,4,4,4,4,4,3,2,2,4,0,2,2,1,92,1
0,0,4,4,1,0,1,1,0,0,0,1,1,1,0,0,3,4,4,4,4,4,4,4,3,4,0,2,2,2,4,4,4,4,0,2,4,4,4,4,4,4,4,4,2,4,2,0,2,4,0,192,0
0,0,0,0,1,1,1,1,0,0,1,0,1,0,0,0,3,2,3,4,4,4,4,4,4,3,3,0,0,1,2,2,2,4,0,1,3,0,2,3,3,3,1,0,3,3,4,1,2,0,0,47,1
1,0,0,0,1,0,1,1,0,0,0,1,1,1,1,0,4,4,4,4,4,0,1,2,3,2,0,2,1,1,4,3,3,3,2,4,4,1,4,4,4,4,4,1,2,4,0,0,3,1,0,177,0
0,1,0,0,1,1,0,1,0,1,1,1,0,0,0,0,3,4,3,4,2,3,2,4,3,3,1,2,2,1,4,2,1,1,2,1,3,4,2,4,3,4,3,1,2,2,3,1,0,2,0,37,1
0,1,4,1,1,0,1,1,0,0,2,1,0,0,0,0,3,4,4,4,4,3,3,3,2,3,2,4,0,3,4,3,3,3,0,4,4,1,4,4,4,4,4,1,3,3,2,0,2,2,1,41,0
1,0,1,1,1,0,1,0,0,0,1,1,1,1,0,0,4,4,3,3,2,3,4,4,3,2,1,2,2,2,2,3,4,4,0,3,2,0,2,4,3,3,1,3,2,2,3,0,2,2,1,87,0
1,0,4,3,0,0,1,0,0,0,0,0,0,0,0,0,4,2,4,4,4,1,3,2,1,1,1,4,2,4,4,4,4,1,0,4,4,2,2,2,1,4,4,3,2,2,2,0,2,0,0,23,0
1,1,2,4,0,1,0,0,0,0,0,0,0,0,1,1,2,4,3,3,3,3,4,3,4,3,3,4,4,1,4,4,4,3,1,4,4,4,4,3,4,4,1,3,2,2,3,1,3,1,0,142,1
0,1,1,3,2,0,0,0,0,0,0,0,0,0,0,1,3,4,4,4,4,3,3,4,4,4,4,3,3,3,4,4,4,4,2,3,4,3,4,4,4,4,2,3,2,2,4,0,2,2,1,192,1
0,1,1,4,2,0,0,0,0,0,1,1,1,1,1,0,3,4,4,3,4,3,4,4,4,4,3,0,1,0,4,4,4,4,0,3,4,4,4,4,4,4,4,4,2,2,4,0,0,0,1,177,0
